Manufacturer,Machine Model,Machinery Category,Engine Capacity (L),Engine Cylinders,Transmission Type,Fuel Category,Fuel Consumption (Load Condition) (L/100 hr),Fuel Consumption (No-Load Condition) (L/100 hr),Average Fuel Consumption (L/100 hr),Average Fuel Efficiency (hrg),CO2 Emissions (g/hr),CO2 Emissions Level
Subaru Heavy Machinery,LGCD,Mid-Sized Utility Machines,2.5,4,M6,X,10.7,7.8,9.4,30,216,medium
General Manufacturing Corporation,SERV,Standard Transport Machinery,5.3,8,A6,E,21.0,15.0,18.3,15,309,high
Chevrolet Engineering Works,SLEO,Standard Transport Machinery,5.3,8,A6,X,14.6,10.3,12.7,22,297,high
General Manufacturing Corporation,YKND,Standard Utility Vehicle,6.2,8,A6,E,25.7,17.8,22.1,13,354,high
Mitsubishi Industrial Equipment,MRGE,Compact Utility Equipment,1.2,3,M5,X,7.0,5.5,6.4,44,147,very low
Nissan Machinery Ltd.,QSQD,Small-Scale Transport Machinery,2.0,4,AV7,X,9.1,7.6,8.4,34,198,low
Mercedes Industrial Solutions,GS5C,Standard Utility Vehicle,4.7,8,A9,Z,16.7,12.9,15.0,19,347,high
Ford Industrial Corp.,F10T,Standard Transport Machinery,3.0,6,AS10,D,11.3,8.5,10.0,28,270,high
Land Rover Machinery Co.,L444,Standard Utility Vehicle,3.0,6,AS8,Z,16.3,12.4,14.5,19,334,high
Toyota Heavy Machinery,TNRD,Standard Transport Machinery,5.7,8,AS6,X,18.1,13.9,16.2,17,373,high
General Manufacturing Corporation,AAID,Standard Utility Vehicle,3.6,6,A6,X,16.1,10.8,13.7,21,323,high
Porsche Engineering Works,PNMT,Heavy-Duty Utility Machinery,4.0,8,AM8,Z,15.7,10.5,13.4,21,313,high
Ford Industrial Corp.,T10N,Passenger Transport Equipment,3.5,6,AS6,X,16.1,12.7,14.6,19,342,high
Hyundai Manufacturing Solutions,SNTA,Heavy-Duty Utility Machinery,2.4,4,AS6,X,9.3,7.1,8.3,34,198,low
Jaguar Industrial Machines,FTPE,Small-Scale Operator Machinery,3.0,6,AS8,Z,11.8,8.4,10.3,27,237,medium
Jeep Engineering Co.,CEOI,Small Utility Vehicle,3.2,6,A9,X,12.8,9.0,11.1,25,259,high
Mercedes Industrial Solutions,S50B,Mid-Sized Utility Machines,4.0,8,A9,Z,13.5,8.6,11.3,25,265,high
Mazda Manufacturing Corp.,MZA),Mid-Sized Utility Machines,2.5,4,AS6,X,8.5,5.9,7.3,39,171,low
Land Rover Machinery Co.,RNEV,Standard Utility Vehicle,5.0,8,AS8,E,25.0,16.9,21.4,13,342,high
Porsche Engineering Works,91CT,Mini Utility Equipment,3.8,6,AM7,Z,12.7,9.0,11.0,26,253,high
Mercedes Industrial Solutions,E50T,Subcompact Utility Machinery,4.7,8,AS7,Z,13.7,9.2,11.7,24,275,high
Jeep Engineering Co.,CEOI,Small Utility Vehicle,3.2,6,A9,X,12.8,9.0,11.1,25,259,high
Mini Industrial Tools,COEE,Small-Scale Operator Machinery,1.6,4,M6,Z,9.1,6.7,8.0,35,184,low
Nissan Machinery Ltd.,XERD,Small Utility Vehicle,4.0,6,A5,X,16.0,12.0,14.2,20,327,high
Subaru Heavy Machinery,FRSD,Small Utility Vehicle,2.5,4,AV6,X,9.2,7.4,8.4,34,196,low
Hyundai Manufacturing Solutions,SNTA,Heavy-Duty Utility Machinery,2.0,4,AS8,X,10.4,7.4,9.1,31,212,medium
Volvo Industrial Solutions,V0CD,Mid-Sized Transport Machinery,2.0,4,AS8,Z,10.9,8.0,9.6,29,224,medium
Ford Industrial Corp.,EPOR,Standard Utility Vehicle,2.0,4,A6,X,11.8,8.3,10.2,28,235,medium
Volkswaren Machine Systems,GL_R,Compact Utility Equipment,2.0,4,M6,Z,10.9,7.7,9.4,30,220,medium
Mitsubishi Industrial Equipment,ELPD,Small Utility Vehicle,1.5,4,AV8,X,9.6,8.9,9.3,30,216,medium
Audi Industrial Equipment,A_UO,Mid-Sized Utility Machines,3.0,6,AS8,Z,11.6,7.9,9.9,29,232,medium
Mini Industrial Tools,COEE,Mini Utility Equipment,2.0,4,AS6,Z,9.7,7.0,8.5,33,198,low
Bauer Machinery Works,30_O,Heavy-Duty Utility Machinery,3.0,6,AS8,Z,11.8,7.9,10.0,28,235,medium
Toyota Heavy Machinery,TCMA,Light-Duty Transport Machinery,2.7,4,M5,X,11.3,9.5,10.5,27,242,medium
Mercedes Industrial Solutions,GC3C,Small Utility Vehicle,2.0,4,A9,Z,11.1,8.5,10.0,28,233,medium
Ford Industrial Corp.,F104,Standard Transport Machinery,3.5,6,A6,E,18.9,14.2,16.8,17,269,high
Toyota Heavy Machinery,4UN),Standard Utility Vehicle,4.0,6,AS5,X,14.3,11.1,12.9,22,297,high
Aston Martin Technologies,V_AS,Small-Scale Operator Machinery,4.7,8,AM7,Z,17.4,11.3,14.7,19,338,high
Land Rover Machinery Co.,RNEV,Standard Utility Vehicle,5.0,8,AS8,E,24.0,16.6,20.7,14,331,high
Bentley Heavy Systems,CNIT,Subcompact Utility Machinery,4.0,8,AS8,Z,16.3,9.8,13.4,21,314,high
Ram Industrial Equipment,10_V,Standard Transport Machinery,3.6,6,A8,X,14.6,10.1,12.6,22,294,high
Fiat Industrial Equipment,50HK,Mini Utility Equipment,1.4,4,M5,X,7.6,5.9,6.8,42,160,low
Volkswaren Machine Systems,JTAA,Compact Utility Equipment,1.4,4,AS8,X,7.8,5.9,7.0,40,162,low
Jeep Engineering Co.,CMAS,Small Utility Vehicle,2.0,4,A6,X,11.1,8.3,9.8,29,225,medium
Chevrolet Engineering Works,OLNO,Small Utility Vehicle,2.4,4,AS6,X,12.2,8.6,10.6,27,244,medium
Chevrolet Engineering Works,SLEV,Standard Transport Machinery,5.3,8,A6,E,19.9,14.0,17.2,16,286,high
Ram Industrial Equipment,CROV,Compact Transport Equipment,3.6,6,A6,X,13.3,9.1,11.4,25,262,high
Mercedes Industrial Solutions,AGGC,Standard Utility Vehicle,5.5,8,A7,Z,17.2,13.4,15.5,18,364,high
Mercedes Industrial Solutions,M_3C,Standard Utility Vehicle,5.5,8,AS7,Z,17.2,13.5,15.5,18,356,high
General Manufacturing Corporation,AAIA,Standard Utility Vehicle,3.6,6,A6,X,13.0,9.3,11.3,25,265,high
General Manufacturing Corporation,SERD,Standard Transport Machinery,6.2,8,A8,Z,16.3,11.6,14.2,20,332,high
Infiniti Machine Works,Q0_D,Mid-Sized Utility Machines,3.0,6,AS7,Z,12.3,9.1,10.8,26,256,high
Lincoln Manufacturing,MCAD,Small Utility Vehicle,2.3,4,AS6,X,13.1,9.5,11.5,25,270,high
Smart Industrial Co.,FRWE,Small-Scale Operator Machinery,0.9,3,AM6,Z,7.5,6.1,6.9,41,157,low
Ford Industrial Corp.,EOPT,Small Utility Vehicle,1.0,3,AS6,X,8.6,8.1,8.4,34,197,low
Toyota Heavy Machinery,HGLR,Small Utility Vehicle,2.7,4,AS6,X,11.7,9.5,10.7,26,246,medium
Ford Industrial Corp.,MSAE,Subcompact Utility Machinery,5.0,8,M6,X,16.7,10.2,13.8,20,324,high
Ford Industrial Corp.,MSAG,Subcompact Utility Machinery,5.0,8,A6,X,13.3,9.3,11.5,25,264,high
Chevrolet Engineering Works,SNCC,Compact Utility Equipment,1.8,4,AS6,X,9.6,6.7,8.3,34,191,low
Nissan Machinery Ltd.,G-RR,Subcompact Utility Machinery,3.8,6,AM6,Z,14.4,10.9,12.8,22,300,high
Mini Industrial Tools,COER,Subcompact Utility Machinery,2.0,4,M6,Z,10.0,7.0,8.7,32,203,medium
Buick Heavy Industries,VRNO,Compact Utility Equipment,2.0,4,AS6,Z,11.4,7.9,9.8,29,231,medium
Mercedes Industrial Solutions,AGCN,Small-Scale Transport Machinery,3.0,6,A9,Z,12.4,8.9,10.8,26,255,high
Genesis Engineering Systems,G0AD,Heavy-Duty Utility Machinery,5.0,8,AS8,Z,15.2,10.2,13.0,22,306,high
Porsche Engineering Works,91CT,Mini Utility Equipment,3.0,6,AM7,Z,10.8,8.4,9.7,29,228,medium
Ram Industrial Equipment,10_L,Standard Transport Machinery,3.0,6,A8,D,11.8,8.6,10.4,27,278,high
Ram Industrial Equipment,10_4,Standard Transport Machinery,5.7,8,A8,X,16.1,11.5,14.0,20,328,high
Jeep Engineering Co.,RNG4,Small Utility Vehicle,2.4,4,A9,X,11.2,8.0,9.8,29,225,medium
Chevrolet Engineering Works,CRE6,Small-Scale Operator Machinery,6.2,8,M7,Z,15.6,10.6,13.4,21,312,high
Jeep Engineering Co.,CEOI,Small Utility Vehicle,2.4,4,A9,X,11.4,8.6,10.1,28,232,medium
Porsche Engineering Works,91TS,Mini Utility Equipment,3.0,6,AM7,Z,12.1,9.2,10.8,26,251,high
Jeep Engineering Co.,RNG4,Small Utility Vehicle,1.4,4,M6,X,9.9,7.5,8.8,32,202,medium
Ford Industrial Corp.,EPOD,Standard Utility Vehicle,3.5,6,AS6,X,14.5,10.6,12.7,22,299,high
Fiat Industrial Equipment,5000,Mini Utility Equipment,1.4,4,M5,X,8.5,7.1,7.9,36,186,low
Bauer Machinery Works,70IN,Heavy-Duty Utility Machinery,4.4,8,AS8,Z,15.2,9.8,12.8,22,294,high
Infiniti Machine Works,Q0AD,Mid-Sized Utility Machines,5.6,8,AS7,Z,14.9,10.3,12.8,22,301,high
Dodge Equipment Ltd.,CAL),Mid-Sized Utility Machines,5.7,8,A8,X,14.7,9.4,12.3,23,289,high
Mini Industrial Tools,JH_4,Compact Utility Equipment,1.6,4,M6,Z,9.3,7.5,8.5,33,196,low
Dodge Equipment Ltd.,DRNT,Standard Utility Vehicle,6.4,8,A8,Z,18.3,12.2,15.6,18,363,high
Mitsubishi Industrial Equipment,RRRR,Small Utility Vehicle,2.0,4,AV6,X,9.6,7.6,8.7,32,200,low
Buick Heavy Industries,ECR),Small Utility Vehicle,1.4,4,AS6,X,9.4,7.9,8.8,32,205,medium
Mercedes Industrial Solutions,AGSC,Heavy-Duty Utility Machinery,4.0,8,A9,Z,14.1,8.9,11.8,24,275,high
Bauer Machinery Works,X_DI,Standard Utility Vehicle,3.0,6,AS8,Z,13.0,9.9,11.6,24,272,high
Volvo Industrial Solutions,S0TD,Mid-Sized Utility Machines,2.0,4,AS8,Z,11.3,7.5,9.6,29,223,medium
Mini Industrial Tools,COEN,Mid-Sized Utility Machines,1.5,3,AS6,Z,9.5,7.2,8.4,34,197,low
Audi Industrial Equipment,ALLL,Heavy-Duty Utility Machinery,3.0,6,AS8,Z,13.1,8.8,11.2,25,258,high
General Manufacturing Corporation,SER4,Standard Transport Machinery,6.2,8,A10,Z,15.7,12.4,14.2,20,332,high
Chevrolet Engineering Works,CLRO,Light-Duty Transport Machinery,2.5,4,M6,X,12.2,9.1,10.8,26,248,medium
Maserat Engineering Ltd.,QAT4,Heavy-Duty Utility Machinery,3.0,6,AS8,Z,15.1,10.2,12.9,22,302,high
Chevrolet Engineering Works,SNC5,Small-Scale Transport Machinery,1.8,4,AS6,X,9.3,7.0,8.3,34,193,low
Honda Heavy Industries,ACRN,Mid-Sized Utility Machines,3.5,6,A6,X,11.3,7.0,9.4,30,219,medium
Audi Industrial Equipment,R_PR,Small-Scale Operator Machinery,4.2,8,M6,Z,20.5,11.7,16.6,17,382,high
Honda Heavy Industries,CVCE,Compact Utility Equipment,2.0,4,AV,X,7.8,6.0,7.0,40,163,low
Land Rover Machinery Co.,RNEE,Small Utility Vehicle,2.0,4,AS9,Z,11.2,8.2,9.8,29,231,medium
Ram Industrial Equipment,10_),Standard Transport Machinery,5.7,8,A6,X,17.1,12.0,14.8,19,348,high
Jeep Engineering Co.,RNGV,Small Utility Vehicle,2.4,4,A9,X,10.8,7.7,9.4,30,216,medium
Ford Industrial Corp.,F10),Standard Transport Machinery,5.0,8,AS6,E,21.5,15.1,18.6,15,306,high
Bauer Machinery Works,X_DI,Standard Utility Vehicle,3.0,6,A8,Z,13.6,9.8,11.9,24,274,high
Mini Industrial Tools,COER,Subcompact Utility Machinery,1.5,3,AS6,Z,8.8,6.8,7.9,36,184,low
Land Rover Machinery Co.,RNET,Standard Utility Vehicle,3.0,6,AS8,Z,14.0,10.5,12.4,23,285,high
Nissan Machinery Ltd.,PTFR,Small Utility Vehicle,3.5,6,AV,X,11.9,8.6,10.4,27,239,medium
Toyota Heavy Machinery,CHRR,Compact Utility Equipment,2.0,4,AS7,X,8.7,7.5,8.2,34,189,low
Dodge Equipment Ltd.,CAGV,Heavy-Duty Utility Machinery,3.6,6,A8,X,12.4,7.7,10.3,27,237,medium
Porsche Engineering Works,CYNS,Standard Utility Vehicle,2.9,6,AS8,Z,13.1,10.5,11.9,24,278,high
Bauer Machinery Works,ATVL,Heavy-Duty Utility Machinery,3.0,6,A8,Z,10.5,7.6,9.2,31,212,medium
Chevrolet Engineering Works,SLEV,Standard Transport Machinery,4.3,6,A6,E,20.2,15.2,18.0,16,296,high
Dodge Equipment Ltd.,CAG),Heavy-Duty Utility Machinery,5.7,8,A5,X,16.1,10.0,13.4,21,313,high
Cadillac Engineering Solutions,XSAD,Heavy-Duty Utility Machinery,3.6,6,AS6,X,13.7,9.0,11.6,24,272,high
Mazda Manufacturing Corp.,M-55,Small-Scale Operator Machinery,2.0,4,AS6,Z,8.9,6.5,7.8,36,183,low
Porsche Engineering Works,91CT,Mini Utility Equipment,3.8,6,M7,Z,12.9,9.1,11.2,25,258,high
Chevrolet Engineering Works,EUND,Small Utility Vehicle,3.6,6,A6,X,14.9,10.1,12.8,22,300,high
Audi Industrial Equipment,R_77,Mid-Sized Utility Machines,4.0,8,AS8,Z,16.6,9.4,13.3,21,313,high
Nissan Machinery Ltd.,RGEE,Small Utility Vehicle,2.5,4,AV,X,9.2,7.0,8.2,34,192,low
Bauer Machinery Works,30II,Compact Utility Equipment,2.0,4,M6,Z,10.2,6.7,8.6,33,202,medium
Hyundai Manufacturing Solutions,TCOD,Small Utility Vehicle,2.4,4,AS6,X,11.6,9.3,10.6,27,244,medium
Hyundai Manufacturing Solutions,SNAD,Small Utility Vehicle,2.0,4,A6,X,12.9,9.7,11.5,25,264,high
Dodge Equipment Ltd.,DR_T,Mid-Sized Utility Machines,2.4,4,M6,X,10.2,7.0,8.8,32,202,medium
Maserat Engineering Ltd.,GILI,Mid-Sized Utility Machines,3.0,6,AS8,Z,14.1,9.8,12.2,23,286,high
Lexus Engineering,R_0D,Subcompact Utility Machinery,3.5,6,AS6,Z,13.1,9.8,11.2,25,262,high
Bauer Machinery Works,X_DI,Small Utility Vehicle,2.0,4,AS8,Z,11.0,7.7,9.5,30,222,medium
Hyundai Manufacturing Solutions,SNAT,Small Utility Vehicle,2.4,4,AS6,X,11.1,8.6,10.0,28,235,medium
Toyota Heavy Machinery,TCMD,Light-Duty Transport Machinery,3.5,6,AS6,X,13.0,10.5,11.9,24,278,high
General Manufacturing Corporation,CNOD,Light-Duty Transport Machinery,2.5,4,A6,X,12.6,9.8,11.3,25,266,high
Nissan Machinery Ltd.,SNRA,Mid-Sized Utility Machines,1.8,4,AV,X,8.1,6.3,7.3,39,172,low
Nissan Machinery Ltd.,FOTD,Light-Duty Transport Machinery,4.0,6,M6,X,15.0,11.2,13.3,21,306,high
Jeep Engineering Co.,CMA4,Small Utility Vehicle,2.4,4,M5,X,10.6,8.7,9.8,29,230,medium
Korea Industrial Apparatus,SDNL,Compact Transport Equipment,3.3,6,AS6,X,14.1,10.5,12.5,23,296,high
Korea Industrial Apparatus,FRE),Mid-Sized Utility Machines,2.0,4,AS6,X,7.9,6.3,7.2,39,170,low
Chrysler Engineering,20FV,Mid-Sized Utility Machines,2.4,4,A9,X,10.2,6.4,8.5,33,198,low
Buick Heavy Industries,LCOD,Mid-Sized Utility Machines,3.6,6,AS9,X,11.8,8.0,10.1,28,237,medium
Bauer Machinery Works,35II,Compact Utility Equipment,3.0,6,M6,Z,11.8,7.9,10.0,28,230,medium
Bauer Machinery Works,M4IE,Subcompact Utility Machinery,3.0,6,AS8,Z,11.3,8.0,9.8,29,229,medium
Nissan Machinery Ltd.,TTND,Standard Transport Machinery,5.6,8,AS7,X,15.2,11.1,13.4,21,315,high
Ford Industrial Corp.,MSA),Subcompact Utility Machinery,2.3,4,AS10,X,11.8,8.7,10.4,27,244,medium
Porsche Engineering Works,91CA,Mini Utility Equipment,3.4,6,AM7,Z,11.6,8.4,10.1,28,238,medium
Mercedes Industrial Solutions,CA20,Compact Utility Equipment,2.0,4,AS7,Z,9.4,6.4,8.1,35,188,low
Mercedes Industrial Solutions,MTIR,Specialized Industrial Machinery,2.0,4,AS7,Z,11.5,9.3,10.5,27,248,medium
Porsche Engineering Works,PNMT,Heavy-Duty Utility Machinery,3.0,6,AM8,Z,12.2,8.9,10.7,26,250,medium
Maserat Engineering Ltd.,QATS,Heavy-Duty Utility Machinery,3.8,8,AS8,Z,17.5,10.7,14.5,19,334,high
Nissan Machinery Ltd.,VRAA,Mid-Sized Utility Machines,1.6,4,AV,X,7.6,6.2,7.0,40,164,low
Nissan Machinery Ltd.,30ZZ,Small-Scale Operator Machinery,3.7,6,AS7,Z,12.6,9.2,11.1,25,260,high
Honda Heavy Industries,ACRG,Mid-Sized Utility Machines,2.0,4,AS10,X,10.4,7.4,9.1,31,211,medium
Bauer Machinery Works,X_MM,Standard Utility Vehicle,4.4,8,AS8,Z,16.6,12.1,14.6,19,336,high
Porsche Engineering Works,PNMA,Heavy-Duty Utility Machinery,3.0,6,AM8,Z,11.0,8.3,9.8,29,229,medium
Toyota Heavy Machinery,TNRA,Standard Transport Machinery,5.7,8,AS6,X,17.7,13.6,15.9,18,371,high
Rolls-Royce Engineering,PATB,Heavy-Duty Utility Machinery,6.7,12,AS8,Z,20.0,12.4,16.6,17,387,high
Cadillac Engineering Solutions,CSSD,Mid-Sized Utility Machines,2.0,4,AS6,Z,12.6,8.5,10.8,26,248,medium
Mercedes Industrial Solutions,SSAE,Small-Scale Operator Machinery,6.2,8,AS7,Z,18.2,12.6,15.7,18,361,high
Mini Industrial Tools,COEE,Small-Scale Operator Machinery,1.6,4,M6,Z,8.0,6.4,7.3,39,168,low
Bauer Machinery Works,MM55,Mid-Sized Utility Machines,4.4,8,M6,Z,16.1,10.9,13.7,21,321,high
Ford Industrial Corp.,FSON,Mid-Sized Utility Machines,1.5,4,AS6,X,10.0,7.0,8.7,32,204,medium
Bauer Machinery Works,X_DI,Standard Utility Vehicle,3.0,6,AS8,Z,13.0,8.9,11.1,25,255,high
Porsche Engineering Works,91CT,Mini Utility Equipment,3.4,6,AM7,Z,11.5,8.4,10.1,28,236,medium
General Manufacturing Corporation,YKNL,Standard Utility Vehicle,5.3,8,A6,X,16.0,11.1,13.8,20,317,high
Maserat Engineering Ltd.,LVNS,Standard Utility Vehicle,3.0,6,AS8,Z,15.9,11.1,13.7,21,324,high
Korea Industrial Apparatus,NR_G,Small-Scale Transport Machinery,1.6,4,AM6,X,5.1,5.8,5.4,52,129,very low
Volvo Industrial Solutions,V0TD,Small-Scale Transport Machinery,2.5,5,AS6,X,11.6,8.2,10.1,28,232,medium
Bauer Machinery Works,60_T,Subcompact Utility Machinery,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,high
Chrysler Engineering,30AD,Heavy-Duty Utility Machinery,3.6,6,A8,X,12.8,8.7,11.0,26,258,high
Aston Martin Technologies,V2VS,Small-Scale Operator Machinery,6.0,12,M7,Z,23.2,14.4,19.2,15,450,high
Porsche Engineering Works,91CT,Mini Utility Equipment,3.4,6,AM7,Z,12.0,8.7,10.5,27,242,medium
Chevrolet Engineering Works,EPER,Passenger Transport Equipment,6.0,8,A6,X,22.3,14.9,19.0,15,445,high
Cadillac Engineering Solutions,ASSS,Compact Utility Equipment,2.0,4,AS6,Z,11.1,7.9,9.7,29,223,medium
Korea Industrial Apparatus,SDNA,Compact Transport Equipment,3.3,6,AS6,X,13.2,9.7,11.6,24,267,high
Mini Industrial Tools,JH_4,Mid-Sized Utility Machines,2.0,4,AS8,Z,10.1,7.6,9.0,31,210,medium
Porsche Engineering Works,PNME,Heavy-Duty Utility Machinery,2.9,6,AM8,Z,13.1,8.9,11.2,25,261,high
Chrysler Engineering,30AD,Heavy-Duty Utility Machinery,3.6,6,A8,X,12.8,8.7,11.0,26,258,high
Honda Heavy Industries,CVCT,Heavy-Duty Utility Machinery,1.5,4,M6,Z,8.0,6.2,7.2,39,167,low
Chevrolet Engineering Works,CMRS,Compact Utility Equipment,6.2,8,AS8,Z,14.2,8.4,11.6,24,272,high
Bauer Machinery Works,X_DI,Standard Utility Vehicle,4.4,8,AS8,Z,15.6,11.3,13.7,21,320,high
Lincoln Manufacturing,MTLY,Specialized Industrial Machinery,2.0,4,AS6,X,11.5,8.5,10.2,28,235,medium
Bauer Machinery Works,M_RE,Compact Utility Equipment,4.4,8,AM7,Z,17.3,11.6,14.7,19,344,high
Ford Industrial Corp.,F104,Standard Transport Machinery,3.0,6,AS10,D,11.8,9.3,10.7,26,287,high
Chevrolet Engineering Works,TAXX,Small Utility Vehicle,1.4,4,AS6,X,9.4,7.1,8.4,34,193,low
Mitsubishi Industrial Equipment,OTAD,Small Utility Vehicle,2.4,4,AV6,X,9.9,8.1,9.1,31,212,medium
Jaguar Industrial Machines,X_-D,Heavy-Duty Utility Machinery,3.0,6,AS8,Z,14.0,9.0,11.8,24,276,high
Chrysler Engineering,TW_V,Compact Transport Equipment,3.6,6,A6,E,19.7,13.3,16.8,17,279,high
Audi Industrial Equipment,T_OO,Small-Scale Operator Machinery,2.0,4,AM6,X,10.1,7.8,9.1,31,209,medium
Bauer Machinery Works,Z_DI,Small-Scale Operator Machinery,2.0,4,AS8,Z,10.7,7.1,9.1,31,212,medium
Dodge Equipment Ltd.,GADN,Compact Transport Equipment,3.6,6,A6,X,13.7,9.4,11.8,24,276,high
Hyundai Manufacturing Solutions,TCOD,Small Utility Vehicle,2.0,4,AS6,X,10.8,9.2,10.1,28,239,medium
Mazda Manufacturing Corp.,M-_),Small-Scale Operator Machinery,2.0,4,M6,Z,9.0,7.0,8.1,35,189,low
Jeep Engineering Co.,WAG4,Small Utility Vehicle,3.6,6,A5,X,14.7,11.7,13.4,21,313,high
Ford Industrial Corp.,TUUD,Heavy-Duty Utility Machinery,3.5,6,AS6,X,13.0,9.1,11.2,25,258,high
Bauer Machinery Works,Z_DI,Small-Scale Operator Machinery,3.0,6,M6,Z,12.7,9.0,11.0,26,253,high
Hyundai Manufacturing Solutions,VNEE,Mid-Sized Utility Machines,1.6,4,AV,X,8.0,7.0,7.5,38,178,low
Toyota Heavy Machinery,CRLA,Mid-Sized Utility Machines,1.8,4,AV7,X,7.9,6.1,7.1,40,166,low
Toyota Heavy Machinery,TNRD,Standard Transport Machinery,4.6,8,AS6,X,16.8,13.1,14.9,19,354,high
Jeep Engineering Co.,CEOI,Small Utility Vehicle,3.2,6,A9,X,12.5,8.9,10.9,26,256,high
Audi Industrial Equipment,A_UO,Mid-Sized Utility Machines,3.0,6,AS8,Z,11.5,8.2,10.0,28,235,medium
Cadillac Engineering Solutions,CSAD,Mid-Sized Utility Machines,2.0,4,AS8,Z,11.2,8.1,9.8,29,229,medium
Korea Industrial Apparatus,RNOO,Mid-Sized Transport Machinery,2.0,4,AS6,X,9.9,7.6,8.9,32,210,medium
Bauer Machinery Works,X_DI,Standard Utility Vehicle,3.0,6,AS8,Z,13.0,8.9,11.1,25,255,high
Acura Manufacturing,RXAD,Small Utility Vehicle,3.5,6,AS6,Z,12.4,8.7,10.7,26,250,medium
Bauer Machinery Works,Z_DS,Small-Scale Operator Machinery,3.0,6,AM7,Z,13.7,10.0,12.1,23,282,high
Jaguar Industrial Machines,X_5D,Mid-Sized Utility Machines,2.0,4,AS8,Z,10.1,7.2,8.8,32,207,medium
Porsche Engineering Works,PNMO,Heavy-Duty Utility Machinery,4.8,8,AM7,Z,15.3,9.7,12.8,22,300,high
Chevrolet Engineering Works,CUEL,Compact Utility Equipment,1.6,4,A9,D,7.6,4.9,6.4,44,172,low
Dodge Equipment Ltd.,CAGD,Heavy-Duty Utility Machinery,3.6,6,A8,X,12.8,8.6,10.9,26,251,high
Maserat Engineering Ltd.,GATE,Subcompact Utility Machinery,4.7,8,AS6,Z,18.2,11.6,15.2,19,350,high
Mercedes Industrial Solutions,C_5C,Compact Utility Equipment,4.7,8,AS7,Z,15.4,10.4,13.2,21,304,high
Chevrolet Engineering Works,TAXX,Small Utility Vehicle,1.4,4,M6,X,9.1,6.9,8.1,35,186,low
General Manufacturing Corporation,YKNV,Standard Utility Vehicle,5.3,8,A6,E,21.7,14.3,18.4,15,305,high
Audi Industrial Equipment,ALLL,Heavy-Duty Utility Machinery,3.0,6,AS8,Z,12.6,8.0,10.5,27,242,medium
Honda Heavy Industries,ACRE,Mid-Sized Utility Machines,3.5,6,AS6,X,11.4,7.4,9.6,29,225,medium
Maserat Engineering Ltd.,GILD,Mid-Sized Utility Machines,3.0,6,AS8,Z,15.2,9.6,12.7,22,292,high
Toyota Heavy Machinery,SQOD,Standard Utility Vehicle,5.7,8,AS6,X,18.4,13.8,16.4,17,384,high
Buick Heavy Industries,ECAD,Standard Utility Vehicle,3.6,6,A6,X,16.1,10.8,13.7,21,323,high
Volvo Industrial Solutions,V0CD,Small-Scale Transport Machinery,2.0,4,AS8,X,10.8,7.8,9.4,30,220,medium
Maserat Engineering Ltd.,GIL4,Mid-Sized Utility Machines,3.0,6,AS8,Z,14.7,9.9,12.6,22,295,high
Ford Industrial Corp.,F104,Standard Transport Machinery,5.0,8,AS6,X,15.9,11.3,13.8,20,323,high
Bauer Machinery Works,60_E,Compact Utility Equipment,3.0,6,AS8,Z,11.9,8.1,10.2,28,238,medium
Ford Industrial Corp.,F104,Standard Transport Machinery,3.5,6,A6,E,19.0,14.3,16.9,17,281,high
Ram Industrial Equipment,1000,Standard Transport Machinery,5.7,8,A6,X,17.0,12.0,14.8,19,346,high
Hyundai Manufacturing Solutions,SNTD,Heavy-Duty Utility Machinery,2.4,4,AS6,X,10.0,7.0,8.6,33,204,medium
Mercedes Industrial Solutions,S_50,Small-Scale Operator Machinery,4.7,8,A9,Z,13.5,9.6,11.8,24,275,high
Audi Industrial Equipment,QQ33,Compact Utility Equipment,2.0,4,AS6,Z,12.0,8.2,10.3,27,237,medium
Lexus Engineering,R_0D,Subcompact Utility Machinery,3.5,6,AS6,Z,12.6,9.2,11.1,25,258,high
Toyota Heavy Machinery,CMYE,Mid-Sized Utility Machines,2.5,4,AS8,X,8.6,6.3,7.6,37,177,low
Nissan Machinery Ltd.,RGED,Small Utility Vehicle,2.5,4,AV,X,9.6,7.5,8.7,32,204,medium
Dodge Equipment Ltd.,CAGV,Heavy-Duty Utility Machinery,3.6,6,A5,E,18.7,12.4,15.9,18,264,high
Lincoln Manufacturing,NUID,Small Utility Vehicle,2.0,4,AS8,X,12.0,9.6,10.7,26,250,medium
Aston Martin Technologies,D1_R,Mini Utility Equipment,5.2,12,A8,Z,15.5,10.6,13.3,21,312,high
Lexus Engineering,R_5D,Small Utility Vehicle,3.5,6,AS8,X,12.2,9.0,10.8,26,252,high
Mini Industrial Tools,JH_R,Subcompact Utility Machinery,2.0,4,M6,Z,10.2,7.3,8.9,32,210,medium
Chevrolet Engineering Works,EUNX,Small Utility Vehicle,1.5,4,A6,X,9.2,7.3,8.3,34,195,low
Buick Heavy Industries,ECAD,Standard Utility Vehicle,3.6,6,A6,X,14.6,10.2,12.6,22,290,high
Chevrolet Engineering Works,THEE,Standard Utility Vehicle,5.3,8,A6,E,20.2,13.6,17.2,16,275,high
General Manufacturing Corporation,SERA,Standard Transport Machinery,6.2,8,A8,Z,15.9,11.2,13.8,20,323,high
